"Arse-Sweat-Apolooza",,,,,,,,
81,21,"Old Fast Auto Race Team & Sons","B","1987/Porsche/924S",171,02:21.121,,
82,386,"Code Runner","C","1989/Nissan/Sentra",171,02:54.431,,
83,19,"The Punks","B","1987/Pontiac/Fiero",163,02:43.701,,
84,122,"Club International","B","1996/Ford/Mustang",162,02:31.954,5,
85,24,"Good Luck Everybody Else Racing","C","1999/Subaru/Legacy",159,02:29.452,,
86,108,"Nerd Herd","B","1986/Toyota/Mr2",154,02:24.745,,
87,107,"Team Magic","B","1984/Nissan/Maxima",151,02:33.711,,
88,35,"Team California Mille","A","1976/Alfa Romeo/Alfetta GT",148,02:35.404,,
89,32,"Speedycop & The Gang of Outlaws","A","1985/Volvo/V8",142,02:26.991,,
90,185,"Snowballs Chance in Hell Racing","A","1985/Toyota/MR2",138,02:24.810,,
91,14,"Cajun Coonasses dba Deaf Leppard","A","1992/Nissan/Sentra",137,02:20.786,,
92,89,"Edge Motorworks","A","1986/Bmw/325e",137,02:24.346,8,
93,47,"B.R.E. Datsun","A","1997/Datsun/Maxima",135,02:20.807,47,
94,46,"Rice Rocket Racing","B","1973/Datsun/240Z",133,02:25.173,,
95,88,"Ace Pump Racing","A","1994/Bmw/3 Series",119,02:27.212,50,
96,666,"IWannaRoc","B","1989/Chevy/Camaro",119,02:23.618,,
97,420,"Grapes of Wrath","C","1987/VW/Golf GL",106,02:31.453,,
98,800,"Ladybug Racing","C","1984/Porsche/944",101,02:39.034,,
99,200,"The Homey Depot","B","1991/Nissan/240SX",75,02:33.358,,
100,180,"Powered By Tequila","A","1987/Porsche/944",73,02:22.759,,
101,48,"Hard-ease","A","1996/Bmw/328i",64,02:22.327,7,
102,4,"Cosmorita Cowboys w/the people of Walmart","A","1983/Porsche/944",52,02:30.765,,
103,255,"Aperture Science S.L.O.W. 300zx","C","1986/Nissan/300zx",47,02:31.853,,
104,0,"Team Special Deliverance Featuring Pink Lloyd","C","1958/Lloyd/Alexander Kombi",39,02:34.820,,
105,215,"Captain America","B","1976/Bmw/2002",31,02:37.768,,
106,80,"Rat Pack","A","1987/Toyota/Supra",22,02:32.486,,
107,3,"Cerveza Racing","A","1986/Porsche/944",12,02:27.776,,
108,148,"Blowe's Racing","A","2000/Mitsubi/Eclipse",4,02:34.794,2,
109,411,"White Trash Barbie Racing","A","1990/Ford/Crown Vic",1,05:38.460,,
110,41,"R.A.T.S. Racing","A","1999/Dodge/Neon -hybrid",-148,02:24.426,260,
111,44,"Mutter Fokker Motorsports","A","1990/Bmw/325",-375,02:22.119,500,
112,81,"Team Saturn","A","1991/Saturn/sc",-999,02:23.209,118753,
