"Detroid Bull Oil GP",,,,,,,,
32,12,"Nohow Racing",,"1999/Audi/A4",271,01:48.247,50,
33,46,"Wisconsin Crap Racers",,"1998/nissan/200sx",261,01:55.764,,
34,22,"King Euro Trash",,"1995/Dodge/Neon",258,01:53.258,,
35,350,"Ghetto Motorsports (Eastern Chapter)",,"1978/Chevrolet/Malibu",256,01:50.474,,
36,16,"Pink Ribbon Riders",,"1994/Chevy/Lumina",255,02:01.040,,
37,10,"Morrows Auto & The Wacky Racers",,"Rufus Ruffcut and Sawtooth in the Buzzwagon Quest For the Holy Nickelbag",255,01:52.591,,
38,64,"Team Lebowski",,"1996/Dodge/Neon",252,01:50.485,,
39,337,"Blame Canada",,"1995/Dodge/Stratus",251,01:49.612,,
40,25,"BuckSnort Racing",,"1987/BMW/325",236,01:43.562,,
41,88,"Scirocket II",,"1984/Volkswagen/Scirocket",236,01:49.497,3,
42,30,"CART - Chicago Amish Rumspringa Team",,"1986/BMW/325",230,01:49.295,,
43,900,"team irresponsible",,"1992/pontiac/grand prix super duper edition",230,01:57.210,6,
44,42,"c&h racing",,"1985/volvo/wagon",218,02:03.047,,
45,52,"Cantmakit! Racing",,"1994/Acura/Integra",212,01:48.546,,
46,41,"Half Last",,"1989/Ford/Mustang",197,01:52.390,,
47,37,"The Minty Pylons",,"1988/Mazda/Rx7",193,01:50.139,5,
48,56,"Skid Marks Racing",,"1995/Dodge/Neon",190,01:45.058,1,
49,668,"F.A.C.E. Racing",,"1986/Pontiac/Fire-oh",189,02:07.986,,
50,43,"STD",,"1983/Chevy/Camaro",185,01:40.708,200,
51,44,"Airborne Ranger Race Team",,"1989/Chevrolet/Beretta",185,01:52.644,,
52,36,"Save The Ta-Tas Racing",,"1984/Chevy/camaro",184,01:46.890,,
53,187,"THE Tools",,"1987/Merkur/XR4Ti",177,01:44.826,,
54,6,"SUNNOCONE Racing",,"2002/ford/focus",149,01:48.445,100,
55,9,"Team MEDs (Midwest Engine Destroyers) Formerly Team Flaming Gangsta Crackers",,"1988/Pontiac/Fiero GT",141,01:45.933,,
56,78,"Dos Limons (car 2 of 2)",,"1978/FoMoCo/Fiesta",141,01:52.708,,
57,91,"The Austin Powers Power Hour Featuring His Swedish Made Penis Enlarger with Special Guest Dr. Evil and His Sharks with Frickin Lasers Beams Attached to Their Heads",,"1996/Mitsubishi/eclipse",122,01:51.100,,
58,61,"Clueless racing",,"1989/Honda/Civic CRX",114,01:43.604,2,
59,31,"Team Cardorks",,"1995/Acura/Integra",113,01:44.578,40,
60,571,"Schumacher Taxi Service - We're On A Boat",,"1994/Ford/CVPI",98,01:50.883,,
61,21,"Purple Plastic",,"1996/Saturn/SC2",81,01:50.344,1,
62,70,"To Punish and Enslave",,"1994/Ford/Crown Vic Interceptor",80,01:53.458,,
63,13,"Team Cardorks2",,"1986/BMW/325e",63,01:46.935,1,
64,14,"Crap Scrappers of Fury",,"1980/VW/Pickup",54,01:54.310,,
65,23,"VanderWerp Fbody Racing",,"1985/Pontiac /Firebird",53,01:53.763,,
66,50,"Total Loss Racing",,"1987/AutoVAZ Lada/Signet",46,02:03.773,,
67,35,"Red Rocket Racing",,"1995/Dodge/Neon",41,01:49.671,17,
68,5,"Morrows Auto & The Wacky Racers",,"Penelope Pitstop's Compact Pussycat Quest for the Holy Nickel Bag",40,02:14.031,,
69,51,"Cockroach Racing",,"1994/Ford/Mustang",20,01:59.147,2,
70,553,"Go-Billies Off-Road Racing Team",,"1982/Chevrolet/Citation X-11",3,02:06.040,,
71,4,"Red Wagon Racing",,"1991/Honda/CRX",-989,01:55.713,6867,
